type,title,director,cast,country,rating,duration,listed_in,year_added
Movie,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,TV-14,118,"Comedies, Dramas, International Movies",2018.0
Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka",TV-G,87,"Documentaries, International Movies",2017.0
Movie,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",United States,PG,95,Dramas,2020.0
Movie,Chaotic Love Poems,Garin Nugroho,"Chicco Jerikho, Pevita Pearce",Indonesia,TV-14,86,"Dramas, International Movies, Romantic Movies",2019.0
Movie,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden",PG-13,106,Dramas,2018.0
Movie,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States",PG,115,"Children & Family Movies, Comedies",2020.0
Movie,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",United States,PG-13,106,"Action & Adventure, Comedies",2019.0
Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,G,94,"Children & Family Movies, Classic Movies",2019.0
Movie,Chashme Buddoor,David Dhawan,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",India,TV-PG,121,"Comedies, International Movies, Music & Musicals",2017.0
Movie,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",United States,R,113,"Comedies, Cult Movies, Dramas",2020.0
TV Show,Chasing Monsters,Unknown,Cyril Chauquet,Canada,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",
Movie,Chasing the Dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","Hong Kong, China",TV-MA,129,"Action & Adventure, Dramas, International Movies",2018.0
Movie,Chasing Trane,John Scheinfeld,"Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West",United States,TV-PG,99,"Documentaries, Music & Musicals",2017.0
Movie,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi","India, France",TV-14,116,"Dramas, Independent Movies, International Movies",2017.0
TV Show,Cheapest Weddings,Unknown,Melanie Vallejo,Australia,TV-14,1 Season,"International TV Shows, Reality TV",2017.0
TV Show,Cheers,Unknown,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",
TV Show,Chef & My Fridge,Unknown,"Seong-joo Kim​, Jung-hwan Ahn",South Korea,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",
Movie,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,R,88,"Horror Movies, Thrillers",2018.0
TV Show,Chewin' the Fat,Unknown,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,TV-14,1 Season,"British TV Shows, TV Comedies",2016.0
TV Show,Chewing Gum,Unknown,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",United Kingdom,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",
Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",Unknown,TV-Y7,63,Movies,2019.0
Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",Unknown,TV-Y7,62,Children & Family Movies,2019.0
Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",Unknown,TV-Y7,62,Movies,2019.0
Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,TV-Y7,112,Children & Family Movies,2019.0
Movie,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,TV-14,113,"Comedies, International Movies",2018.0
Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,G,82,"Children & Family Movies, Comedies",2016.0
Movie,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,TV-MA,98,"Comedies, Dramas, International Movies",2019.0
Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,R,87,"Cult Movies, Horror Movies",2019.0
TV Show,Chill with Bob Ross,Unknown,Bob Ross,Unknown,TV-G,1 Season,TV Shows,2016.0
Movie,China Salesman,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",China,TV-MA,111,"Action & Adventure, International Movies",2018.0
Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,Chingo Bling,Unknown,TV-MA,63,Stand-Up Comedy,2017.0
Movie,Chittagong,Bedabrata Pain,"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia, Nawazuddin Siddiqui, Rajkummar Rao, Jaideep Ahlawat, Vijay Varma, Dibyendu Bhattacharya","United States, India, Bangladesh",NR,105,"Dramas, Independent Movies, International Movies",2018.0
Movie,Chitty Chitty Bang Bang,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","United Kingdom, United States",G,146,"Children & Family Movies, Classic Movies, Comedies",2020.0
Movie,Chloe,Atom Egoyan,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani","United States, Canada, France",R,96,"Independent Movies, Thrillers",2020.0
Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,TV-MA,80,"Documentaries, Music & Musicals",2017.0
Movie,Christian Mingle,Corbin Bernsen,"Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",United States,PG,99,"Comedies, Faith & Spirituality, Romantic Movies",2019.0
TV Show,Christiane Amanpour: Sex & Love Around the World,Unknown,Not Available,United States,TV-MA,1 Season,Docuseries,2018.0
Movie,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty","Canada, United States",TV-PG,87,"Comedies, Romantic Movies",2019.0
Movie,Christmas in the Smokies,Gary Wheeler,"Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice",United States,TV-G,88,"Children & Family Movies, Dramas, Romantic Movies",2019.0
Movie,Christmas with the Kranks,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",United States,PG,99,"Children & Family Movies, Comedies",2019.0
Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Jim Cummings, Brad Garrett, Nick Mohammed, Peter Capaldi",United States,PG,104,"Children & Family Movies, Comedies, Dramas",2019.0
Movie,Chronicle of an Escape,Israel Adrián Caetano,"Rodrigo de la Serna, Pablo Echarri, Nazareno Casero, Lautaro Delgado, Matías Marmorato, Martín Urruty, César Albarracín, Guillermo Fernandez, Daniel Di Biase",Argentina,R,104,"Dramas, International Movies, Thrillers",2018.0
TV Show,Chuck Chicken,Unknown,Not Available,Malaysia,TV-Y7,1 Season,Kids' TV,2017.0
Movie,Chupan Chupai,Mohsin Ali,"Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",Pakistan,TV-14,118,"Comedies, International Movies",2019.0
Movie,Chupke Chupke,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bhaduri, Om Prakash, Asrani, David Abraham, Usha Kiran, Lily Chakravarty, Keshto Mukherjee",India,TV-PG,127,"Classic Movies, Comedies, International Movies",2019.0
Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",United States,PG-13,109,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2018.0
TV Show,City in the Sky,Unknown,Not Available,United Kingdom,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",2017.0
Movie,City of God,"Fernando Meirelles, Katia Lund","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga","Brazil, France, Germany",R,130,"Dramas, Independent Movies, International Movies",2020.0
Movie,City of Tiny Lights,Pete Travis,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo, Roshan Seth, Hannah Rae, Antonio Aakeel, George Sargeant, Alexander Siddig, Vincent Regan, Barry Aird",United Kingdom,TV-MA,110,"Dramas, International Movies, Thrillers",2017.0
TV Show,Civilizations,Unknown,Not Available,United Kingdom,TV-14,1 Season,"British TV Shows, Docuseries",2018.0
Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,United States,TV-MA,88,"Documentaries, Music & Musicals",2019.0
Movie,Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans","United States, United Kingdom, Australia",PG-13,106,"Action & Adventure, Sci-Fi & Fantasy",2019.0
Movie,Class of '61,Gregory Hoblit,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",United States,TV-PG,91,Dramas,2018.0
Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,TV-MA,103,Comedies,2018.0
TV Show,Classic Legends,Unknown,Javed Akhtar,India,TV-PG,1 Season,"Docuseries, International TV Shows",2017.0
Movie,Cleopatra Jones,Jack Starrett,"Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters",United States,PG,89,"Action & Adventure, Classic Movies",2019.0
Movie,Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",United States,PG-13,108,"Comedies, Sci-Fi & Fantasy",2020.0
TV Show,Click for Murder,Unknown,Donal MacIntyre,United Kingdom,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2017.0
Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,United States,TV-MA,124,"Documentaries, Music & Musicals",2019.0
Movie,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States",R,96,"Dramas, Thrillers",2017.0
Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun","Germany, United States, Hong Kong, Singapore",R,172,"Action & Adventure, Cult Movies, Dramas",2017.0
Movie,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland",R,124,"Dramas, International Movies",2017.0
Movie,Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",United States,PG-13,85,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2020.0
TV Show,Club Friday The Series 6,Unknown,"Puttichai Kasetsin, Kongtoranin Lalana, Preechaya Pongthananikorn",Unknown,TV-MA,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0
TV Show,Club Friday The Series 7,Unknown,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",Unknown,TV-MA,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",2018.0
TV Show,Club Friday The Series 8,Unknown,"Chutavuth Pattarakampol, Focus Jirakul, Sattaphong Phiangphor, Toni Rakkaen, Paula Taylor, Virithipa Phakdeeprasong, Pakkaramai Potranan",Unknown,TV-MA,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",2019.0
TV Show,Club Friday To Be Continued - Friend & Enemy,Unknown,"Wanida Termthanaporn, Apinya Sakuljaroensuk, Golf Pichaya Nitipaisankul, Thassapak Hsu",Unknown,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018.0
TV Show,Club Friday To Be Continued - My Beautiful Tomboy,Unknown,"Puttichai Kasetsin, Lalana Kongtoranin",Unknown,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018.0
TV Show,Club Friday To Be Continued - The Promise,Unknown,"Jirayu La-ongmanee, Focus Jirakul",Unknown,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018.0
Movie,Coach Carter,Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany",PG-13,137,"Dramas, Sports Movies",2020.0
Movie,Code Name: The Cleaner,Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",United States,PG-13,91,"Action & Adventure, Comedies",2019.0
Movie,Coffee with D,Vishal Mishra,"Sunil Grover, Zakir Hussain, Anjana Sukhani, Dipannita Sharma, Pankaj Tripathi, Rajesh Sharma, Vinod Ramani, Guru Singh",India,TV-PG,120,"Comedies, Independent Movies, International Movies",2017.0
TV Show,Cold Case Files,Unknown,Not Available,United States,TV-14,1 Season,"Crime TV Shows, Docuseries",2019.0
TV Show,Cold Case Files Classic,Unknown,Bill Kurtis,United States,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020.0
Movie,Colkatay Columbus,Saurav Palodhi,"Mir Afsar Ali, Gaurav Chakrabarty, Tanusree Chakraborty, Anirban Bhattacharya, Ritabhari Chakraborty, Suchandra Vaaniya, Arijit Dutt",India,TV-14,118,"Comedies, Dramas, Independent Movies",2017.0
Movie,Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States",R,110,"Dramas, Independent Movies, International Movies",2018.0
Movie,Colours of Passion,Ketan Mehta,"Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi",India,TV-14,114,"Dramas, International Movies",2018.0
Movie,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom",R,112,"Dramas, Thrillers",2019.0
TV Show,Comedy Bang! Bang!,Unknown,"Scott Aukerman, Reggie Watts",United States,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",
TV Show,Comedy High School,Unknown,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur",Unknown,TV-14,1 Season,"International TV Shows, TV Comedies",2018.0
Movie,Command and Control,Robert Kenner,Not Available,United States,TV-PG,92,Documentaries,2017.0
Movie,Company,Ram Gopal Varma,"Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav",India,TV-MA,137,"Action & Adventure, Dramas, International Movies",2018.0
Movie,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy",TV-MA,84,"Dramas, Thrillers",2018.0
TV Show,Conan Without Borders,Unknown,Not Available,United States,TV-14,1 Season,"Docuseries, TV Comedies",2018.0
Movie,Concrete Football,"Jesse Adang, Syrine Boulanouar",Not Available,"Czech Republic, France",TV-MA,52,"Documentaries, International Movies, Sports Movies",2017.0
Movie,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,R,96,"Dramas, Independent Movies, LGBTQ Movies",2018.0
Movie,Conjuring Spirit,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,TV-MA,112,"Horror Movies, International Movies, Thrillers",2018.0
Movie,Conor McGregor: Notorious,Gavin Fitzgerald,Conor McGregor,Ireland,R,90,"Documentaries, Sports Movies",2018.0
Movie,Consequences ,Ozan Açıktan,"Nehir Erdoğan, Tardu Flordun, İlker Kaleli, Serkan Keskin, Esra Bezen Bilgin, Aytaç Uşun, Cem Özeren, Caner Arçkan",Turkey,TV-MA,106,"Dramas, International Movies, Thrillers",2019.0
Movie,Contract,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,TV-14,116,"Action & Adventure, Dramas, Independent Movies",2019.0
Movie,Convict,Abdul Aziz Hashad,"Bassem Samra, Ahmad Wafiq, Ahmed Azmy, Dina Fouad, Mohamed Sharaf, Ahmed Rateb, Maha Sabry, Diaa El Merghany, Inas Ezz El Din, Said Tarabeek",Unknown,TV-14,97,"Dramas, International Movies",2019.0
TV Show,Cooking on High,Unknown,"Josh Leyva, Ngaio Bealum",United States,TV-MA,1 Season,Reality TV,2018.0
Movie,Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,TV-14,127,"Classic Movies, Dramas",2021.0
Movie,Cop and a Half: New Recruit,Jon Rosenbaum,"Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander",Canada,PG,96,"Children & Family Movies, Comedies",2017.0
Movie,Cop Watchers,Ben Steele,Not Available,Unknown,TV-MA,45,"Documentaries, International Movies",2017.0
Movie,Coraline,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",United States,PG,101,Children & Family Movies,2017.0
Movie,Counterfeiting in Suburbia,Jason Bourque,"Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell",Canada,TV-14,88,"Dramas, Thrillers",2018.0
TV Show,Court Justice,Unknown,Chris Bourke,Australia,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019.0
Movie,Covered: Alive in Asia,"Micah Bickham, Galley Molina",Israel Houghton,United States,TV-G,75,"Documentaries, Faith & Spirituality, Music & Musicals",2016.0
Movie,Crash,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña","United States, Germany",R,112,"Dramas, Independent Movies",2019.0
Movie,CRD,Kranti Kanade,"Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat, Isha Keskar, Abhay Mahajan, Geetika Tyagi",India,TV-MA,110,"Comedies, Dramas, Independent Movies",2019.0
TV Show,Crime Time,Unknown,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",France,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2019.0
Movie,"Crouching Tiger, Hidden Dragon",Ang Lee,"Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang","Taiwan, Hong Kong, United States, China",PG-13,120,"Action & Adventure, International Movies, Romantic Movies",2019.0
Movie,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",United States,R,90,Horror Movies,2017.0
Movie,Cutie and the Boxer,Zachary Heinzerling,"Noriko Shinohara, Ushio Shinohara",United States,R,82,Documentaries,2018.0
Movie,Daagdi Chaawl,Chandrakant Kanse,"Ankush Chaudhari, Makrand Deshpande, Pooja Sawant, Sanjay Khapre, Yatin Karyekar, Kamlesh Sawant, Sandeep Gaikwad, Digvijay Rohidas",India,TV-14,118,"Action & Adventure, Dramas, International Movies",2018.0
Movie,Dabbe 6: The Return,Hasan Karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen",Turkey,TV-MA,153,"Horror Movies, International Movies",2019.0
Movie,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",United States,PG,117,Dramas,2018.0
TV Show,Dad's Army,Unknown,"Arthur Lowe, John Le Mesurier, Clive Dunn, John Laurie, Arnold Ridley, Ian Lavender, James Beck, Bill Pertwee",United Kingdom,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",
Movie,Daddy Day Care,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",United States,PG,93,"Children & Family Movies, Comedies",2019.0
Movie,Daddy Issues,Amara Cash,"Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins",United States,TV-MA,82,"Dramas, Independent Movies, LGBTQ Movies",2019.0
Movie,Daemonium,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú",Argentina,NR,115,"Action & Adventure, Horror Movies, International Movies",2016.0
Movie,Daffedar,Johnson Esthappan,"Tini Tom, Malavikka, Sudheer Karamana, Indrans",India,TV-14,151,"Dramas, International Movies",2018.0
Movie,Dagh Ujala,Raj Amit Kumar,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti","United States, India",TV-MA,103,"Dramas, Independent Movies, International Movies",2018.0
